"entidad";"nombre";"con";"med";"mad";"pro";"tec";"otr";"bnk"
"OAXACA";"SAN MIGUEL TANICHICO";1;1;2;0;2;1;0
"OAXACA";"UNION HIDALGO";5;7;1;0;2;2;0
"OAXACA";"VALERIO TRUJANO";2;2;0;0;0;1;0
"OAXACA";"UM 11 SAN JUAN BAUTISTA VALLE NACIONAL (OPORTUNIDADES)";0;0;0;0;0;1;0
"OAXACA";"UM 14 SAN JUAN BAUTISTA VALLE NACIONAL (OPORTUNIDADES)";0;1;0;0;1;0;0
"OAXACA";"SAN FELIPE DE LEON";1;1;0;0;0;0;0
"OAXACA";"SAN RAFAEL AGUA PESCADITO";1;1;0;0;0;0;0
"OAXACA";"CARRIZAL,EL";1;1;1;0;0;0;0
"OAXACA";"MAGDALENA YODOCONO DE PORFIRIO DIAZ";2;3;2;0;0;0;0
"OAXACA";"YOGANA";1;1;0;0;0;0;0
"OAXACA";"YUTANDUCHI DE GUERRERO";2;2;1;0;0;0;0
"OAXACA";"VILLA DE ZAACHILA";4;8;2;5;1;10;0
"OAXACA";"R 01 ZAPOTITLAN DEL RIO";2;1;1;0;0;0;0
"OAXACA";"CSU 04 ZIMATLAN DE ALVAREZ";5;6;1;1;0;4;0
"OAXACA";"SAN PEDRO EL ALTO";1;1;0;0;0;0;0
"OAXACA";"SAN PEDRO TOTOMACHAPAM";1;1;0;0;0;0;0
"OAXACA";"SAN SEBASTIAN RIO DULCE";1;1;0;0;0;0;0
"OAXACA";"VICENTE CAMALOTE";3;4;2;0;1;4;0
"OAXACA";"RAYMUNDO MELENDEZ,COL";1;1;0;0;1;0;0
"OAXACA";"AGUA DEL ESPINO";1;1;0;0;0;0;0
"OAXACA";"CONCEPCION BUENA VISTA";1;1;0;0;0;0;0
"OAXACA";"EL ROSARIO (BARRIO EL ROSARIO)";4;6;1;3;0;1;0
"OAXACA";"TIERRA BLANCA";1;1;0;0;0;0;0
"OAXACA";"CONCEPCION LAS MESAS";1;1;0;0;0;0;0
"OAXACA";"HUAUTEPEC";1;1;0;0;0;0;0
"OAXACA";"RODRIGO CARRASCO,COL";4;5;0;1;3;3;0
"OAXACA";"CSU 03 CHEGUIGO SUR BARRIO";3;4;0;0;4;1;0
"OAXACA";"CSU 03 GUSTAVO PINEDA,COL";5;4;0;2;5;1;0
"OAXACA";"EL MIRADOR";1;1;0;0;0;0;0
"OAXACA";"LA SOLEDAD (SAN SIMON)";1;0;0;0;0;0;0
"OAXACA";"MAGDALENA MIXTEPEC";1;1;0;0;0;0;0
"OAXACA";"SN.SEBASTIAN PROGRESO";1;0;0;0;0;0;0
"OAXACA";"UM 29 SAN SEBASTIAN PROGRESO (EC)";1;1;0;0;1;0;0
"OAXACA";"MAGDALENA ZAHUATLAN";1;1;0;0;0;0;0
"OAXACA";"R 01 PLAN DE SAN LUIS";1;0;0;0;0;0;0
"OAXACA";"LOMAS DE SAN JACINTO";3;14;1;2;1;6;0
"OAXACA";"SANTA CATARINA QUIOQUITANI";1;1;1;0;0;0;0
"OAXACA";"MORELOS";2;3;0;0;1;2;0
"OAXACA";"COLONIA HUGO MAYORAL";4;4;1;0;0;2;0
"OAXACA";"ENSENADA DE LA VENTOSA (BAHIA LA VENTOSA)";1;2;0;1;1;0;0
"OAXACA";"INFIERNILLO (INFIERNILLO SAN FRANCISCO)";1;1;0;0;0;0;0
"OAXACA";"SAN BALTAZAR YATZACHI EL BAJO";1;1;0;0;0;0;0
"OAXACA";"SAN BLAS ATEMPA";5;8;0;1;1;13;0
"OAXACA";"GUADALUPE VICTORIA";1;1;1;0;0;0;0
"OAXACA";"SANTO TOMAS DE ARRIBA";1;1;0;0;0;0;0
"OAXACA";"SAN FRANCISCO CHINDUA";1;1;0;0;0;0;0
"OAXACA";"SAN CRISTOBAL HONDURAS";1;0;1;0;0;0;0
"OAXACA";"SANTA CATARINA TLAXILA";1;1;0;0;0;0;0
"OAXACA";"EL TESORO";1;0;0;0;0;0;0
"OAXACA";"SAN JUAN YATZONA";1;0;0;0;0;0;0
"OAXACA";"SAN JUAN YUCUITA";2;2;0;0;0;0;0
"OAXACA";"SAN MARTIN HUAMELULPAM";2;2;1;0;0;0;0
"OAXACA";"SAN MIGUEL AHUEHUETITLAN";2;0;0;0;0;0;0
"OAXACA";"SOLEDAD PERAS";1;1;0;0;0;0;0
"OAXACA";"R 02 ARROYO CHICAL (NUEVO ARROYO CHICALI)";1;0;1;0;0;0;0
"OAXACA";"SAN NICOLAS";1;0;1;0;0;0;0
"OAXACA";"SAN ANTONIO LALANA";1;0;0;0;0;0;0
"OAXACA";"SANTA CRUZ OCOTAL";1;0;1;0;0;0;0
"OAXACA";"EL FARO";1;1;0;0;0;0;0
"OAXACA";"PEÑAS NEGRAS";1;1;1;0;0;0;0
"OAXACA";"BUENAVISTA DE JUAREZ";1;0;0;0;0;0;0
"OAXACA";"SANTA CRUZ XOXOCOTLAN(COLONIA LA PAZ)";4;6;0;0;0;5;0
"OAXACA";"NAZARENO";4;4;0;1;0;1;0
"OAXACA";"LA BARRA DE COLOTEPEC (PRIMERA SECCION)";1;1;0;0;0;0;0
"OAXACA";"R 02 AGUA DEL PAXTLE";1;1;0;0;0;0;0
"OAXACA";"SAN MARTIN DE PORRES";1;1;0;0;0;1;0
"OAXACA";"R 01 JOSE LOPEZ PORTILLO (CHOCOMANATLAN)";1;0;1;0;0;0;0
"OAXACA";"SANTA MARIA ZAPOTITLAN";1;0;0;0;0;0;0
"OAXACA";"SAN FRANCISCO EL MAGUEY";1;1;1;0;0;0;0
"OAXACA";"CERRO DE LA ESPERANZA (EL CHIVO)";1;1;0;0;0;0;0
"OAXACA";"SAN JUAN JALTEPEC";1;1;0;0;0;0;0
"OAXACA";"CAÑA BRAVA";2;1;0;0;0;0;0
"OAXACA";"SANTO DOMINGO ROAYAGA";1;1;0;0;0;0;0
"OAXACA";"COL. BENITO JUAREZ";4;4;0;0;1;3;0
"OAXACA";"LOPEZ PORTILLO, COL.";1;3;0;0;4;1;0
"OAXACA";"SAN JUAN HUAXTEPEC";1;0;0;0;0;0;0
"OAXACA";"R 02 MACUITXOCHITL DE ARTIGAS CARRANZA";2;4;1;2;0;0;0
"OAXACA";"SANTA FE Y LA MAR";1;1;0;0;2;0;0
"OAXACA";"R 02 PASO NUEVO LA HAMACA";1;2;0;0;1;0;0
"OAXACA";"R 02 VILLA DIAZ ORDAZ";3;4;1;0;0;0;0
"OAXACA";"CSU 04 GUADALUPE VICTORIA";3;11;1;1;0;5;0
"OAXACA";"TRINIDAD DE VIGUERA";4;13;1;4;3;8;0
"OAXACA";"R 02 CHAHUITES";3;2;1;0;0;0;0
"OAXACA";"CONGREGACION SAN ANTONIO";1;1;0;0;0;0;0
"OAXACA";"SANTA MARIA XADANI";3;4;1;1;1;0;0
"OAXACA";"R 02 SAN FELIPE TILPAN";1;1;0;0;0;0;0
"OAXACA";"CLINICA DE LA MUJER";2;2;0;0;0;1;0
"OAXACA";"EL RASTROJO";1;1;0;0;0;0;0
"OAXACA";"SAN JUAN COMALTEPEC";1;1;0;0;0;0;0
"OAXACA";"NAZARENO ETLA";3;4;0;1;0;0;0
"OAXACA";"R 02 ARROYO CHOAPAN";2;3;0;0;1;1;0
"OAXACA";"RIO ANONA";1;1;0;0;0;0;0
"OAXACA";"EJIDO EL RINCON (PALO VERDE)";1;0;0;0;0;0;0
"OAXACA";"IGNACIO ZARAGOZA";1;0;0;0;0;0;0
"OAXACA";"SAN JUAN ELOTEPEC";1;1;0;0;0;0;0
"OAXACA";"PUTLA VILLA DE GUERRERO";5;11;1;0;0;1;0
"OAXACA";"MORELOS";1;1;0;0;0;0;0
"OAXACA";"GUADALUPE DEL RECREO";2;0;0;0;0;0;0
"OAXACA";"SAN PEDRO EL ALTO";1;0;0;0;0;0;0
"OAXACA";"SAN PEDRO YANERI";2;1;1;0;0;0;0
"OAXACA";"REYES ETLA";3;5;0;1;1;2;0
"OAXACA";"VALDEFLORES";1;1;1;0;0;0;0
"OAXACA";"VICENTE GUERRERO";3;6;1;1;0;1;0
"OAXACA";"PUENTE MADERA";1;1;0;0;0;0;0
"OAXACA";"SAN ANDRES LOVENE";1;0;0;0;0;0;0
"OAXACA";"TLACOTEPEC PLUMAS";2;1;1;0;0;0;0
"OAXACA";"SANTA MARIA YACOCHI";2;2;1;0;0;0;0
"OAXACA";"R02 SAN MIGUEL DEL VALLE";2;2;0;2;0;0;0
"OAXACA";"CSU 05 JUCHITAN DE ZARAGOZA 5A SECCION";7;7;1;1;2;11;0
"OAXACA";"PESQUERIA RANCHO SALINAS";1;0;1;0;0;0;0
"OAXACA";"GUADALUPE NUEVO CENTRO";2;2;0;0;0;0;0
"OAXACA";"SAN PEDRO AYACAXTEPEC";1;1;0;0;1;0;0
"OAXACA";"EL MEZQUITE";1;0;1;0;0;0;0
"OAXACA";"EL PORVENIR";1;1;0;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE 1 CONSULTORIO FRANCISCO VILLA";1;1;0;0;0;0;0
"OAXACA";"CONSULTORIO DE MEDICINA GENERAL";1;1;0;0;0;0;0
"OAXACA";"R 01 EL MANZANITO TEPANTEPEC";1;1;0;0;0;0;0
"OAXACA";"CEPAVI";1;1;1;2;0;0;0
"OAXACA";"CENTRO DE SALUD RURAL DE  2 NUCLEO BASICOS";3;3;1;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE UN NUCLEO BASICO SANTA ROSA";1;1;0;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE 2 NUCLEOS BASICOS";3;4;2;3;2;0;0
"OAXACA";"UNEME CAPASITS PINOTEPA NACIONAL";3;2;0;1;1;1;0
"OAXACA";"CENTRO DE SALUD URBANO DE LA AMISTAD 02 N.B. EL ESPINAL";4;4;0;0;1;1;0
"OAXACA";"CENTRO DE SALUD URBANO DE 03 N.B. PALOMARES";5;1;2;1;0;1;0
"OAXACA";"QUIROFANO MOVIL TEMPORAL COVID";0;0;0;0;0;0;0
"OAXACA";"CSU SANTA MARIA GUIENAGATI";3;2;2;1;2;0;0
"OAXACA";"SALINAS DEL MARQUES";1;3;0;0;0;0;0
"OAXACA";"CSU 02 SANTIAGO NILTEPEC";4;3;0;0;0;1;0
"OAXACA";"SAN MIGUEL MONTEVERDE";1;1;1;0;0;0;0
"OAXACA";"CESSA SAN SEBASTIAN COATLAN";6;10;2;0;0;0;0
"OAXACA";"SERVICIO AMIGABLE ITINERANTE EDUSEX";0;0;0;0;0;0;0
"OAXACA";"JUCHITAN DE ZARAGOZA 7A  SECCION";0;3;0;0;3;1;0
"OAXACA";"UNE03 CAPASIT (VIH/SIDA) SALINA CRUZ";5;3;0;1;0;2;0
"OAXACA";"CESSA SAN JACINTO AMILPAS";6;27;4;5;7;22;0
"OAXACA";"R 01 PEÑA COLORADA";2;1;1;0;0;0;0
"OAXACA";"CESSA SAN FRANCISCO IXHUATAN";6;11;0;3;6;14;0
"OAXACA";"CSU 03 SAN MARTIN MEXICAPAM";4;6;2;1;0;4;0
"OAXACA";"R 01 SAN PEDRO LLANO GRANDE";1;1;0;0;0;0;0
"OAXACA";"UNIDAD MEDICA MOVIL CUAUHTEMOC GUADALUPE";0;1;0;0;1;0;0
"OAXACA";"CSU COLONIA ESTRELLA";10;28;2;10;3;25;0
"OAXACA";"R 01 SAN PEDRO COATLAN";1;1;1;0;0;0;0
"OAXACA";"R 01 TIERRA CALIENTE";1;1;0;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE SERVICIOS AMPLIADOS DE SAN FRANCISCO TELIXTLAHUACA";9;26;4;5;8;14;0
"OAXACA";"UNIDAD MEDICA MOVIL  SANTO DOMINGO TICU";1;1;0;0;0;0;0
"OAXACA";"R 01 DOLORES";1;1;0;0;0;0;0
"OAXACA";"R 01 PEÑA NEGRA NOPALERA";1;1;0;0;0;0;0
"OAXACA";"R 01 SAN FELIPE IXTAPA";1;1;0;0;0;0;0
"OAXACA";"PUEBLO NUEVO";5;13;1;3;1;8;0
"OAXACA";"R 02 BETHANIA";1;2;0;0;1;0;0
"OAXACA";"R 02 CAMELIA ROJA";1;1;1;1;2;0;0
"OAXACA";"SANTA MARIA ACATEPEC";1;1;1;0;0;0;0
"OAXACA";"SAN FELIPE DEL AGUA";3;8;0;1;0;3;0
"OAXACA";"CENTRO DE SALUD URBANO COL. COLOSIO";2;3;0;0;3;1;0
"OAXACA";"CSU 02 COL. MARTIREZ";1;3;0;0;2;1;0
"OAXACA";"C.S.1.N.B. SAN FRANCISCO YATEE";2;0;2;0;0;0;0
"OAXACA";"C.S.1.N.B. SAN LORENZO JILOTEPEJILLO";1;1;0;0;0;0;0
"OAXACA";"SAN ISIDRO DEL PALMAR";1;2;0;0;0;0;0
"OAXACA";"SAN PEDRO TULIXTLAHUACA";2;1;0;0;0;0;0
"OAXACA";"SOLEDAD PIEDRA LARGA";1;1;0;0;0;0;0
"OAXACA";"GUADALUPE VICTORIA";1;1;1;0;0;0;0
"OAXACA";"SAN CRISTOBAL CHAYUCO";1;0;1;0;0;0;0
"OAXACA";"RANCHO VIEJO";1;1;1;0;0;0;0
"OAXACA";"SAN ANDRES COPALA";1;1;0;0;0;0;0
"OAXACA";"CESA SAN PEDRO POCHUTLA";11;10;2;1;4;9;0
"OAXACA";"SANTA CATARINA ADEQUEZ";1;1;0;0;0;0;0
"OAXACA";"EMILIO PORTES GIL";1;0;1;0;0;0;0
"OAXACA";"TIERRA COLORADA APASCO";2;2;1;0;0;0;0
"OAXACA";"BENITO JUAREZ OCOTEPEC";2;1;2;0;0;0;0
"OAXACA";"SANTA MARIA YUCUHITI";2;1;1;0;0;0;0
"OAXACA";"CONCEPCION DEL PROGRESO";1;1;0;0;0;0;0
"OAXACA";"C.S.U. SANTA TERESA";5;7;1;2;2;2;0
"OAXACA";"RIO GRANADA";1;0;1;0;0;0;0
"OAXACA";"R 02 SAN AGUSTIN YATARENI";3;4;0;1;0;2;0
"OAXACA";"SAN FRANCISCO SOLA";1;1;0;0;0;0;0
"OAXACA";"DURAZNILLO";1;1;0;0;0;0;0
"OAXACA";"SAN SEBASTIAN DE LA GRUTAS";1;1;1;0;0;0;0
"OAXACA";"SANTA CATARINA MINAS";1;1;1;1;0;1;0
"OAXACA";"CSU 04 SANTA CRUZ AMILPAS";3;13;0;1;0;4;0
"OAXACA";"RECIBIMIENTO DE CUAHUTEMOC";1;0;1;0;0;0;0
"OAXACA";"NUEVA ESPERANZA";2;0;1;0;0;0;0
"OAXACA";"COL. 25 DE MAYO";1;4;0;0;2;1;0
"OAXACA";"SANTA INES";1;1;0;0;0;0;0
"OAXACA";"ARROYO METATE";1;1;0;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE YUVILA";1;1;1;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE GUELACE";1;1;0;1;0;0;0
"OAXACA";"SANTA MARIA ROALO";1;1;0;0;0;0;0
"OAXACA";"SANTA MARIA OCOTLAN";1;1;0;0;0;0;0
"OAXACA";"GUADALUPE MIRAMAR";1;1;0;0;0;0;0
"OAXACA";"DNYODOCOYO (CIENEGA DE TULE)";1;1;0;0;0;0;0
"OAXACA";"SAN ANTONIO YODONDUZA MONTEVERDE";1;0;0;0;0;0;0
"OAXACA";"SAN VICENTE EL ZAPOTE";1;0;0;0;0;0;0
"OAXACA";"SAN JOSE ÑUMI";2;1;0;0;0;0;0
"OAXACA";"COL. GUILLERMO GONZALES GUARDADO";3;4;1;2;0;2;0
"OAXACA";"CLINICA DE ESPECIALIDADES ODONTOLOGICAS";4;13;0;0;0;4;0
"OAXACA";"LA MINA";1;1;0;0;1;0;0
"OAXACA";"CESA VILLA DE TUTUTEPEC DE MELCHOR OCAMPO";5;6;1;2;2;2;0
"OAXACA";"SAN MIGUEL JALTEPEC";1;1;0;0;0;0;0
"OAXACA";"SAN FRANCISCO TEOPAN";1;1;0;0;0;0;0
"OAXACA";"VENTA DE URIBE DE JUAREZ";1;1;0;0;0;0;0
"OAXACA";"PFAM PLAYA SAN VICENTE";2;2;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL MAZATLAN VILLA DE FLORES (AGUA MOSQUITO)";2;2;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL SAN FRANCISCO CHAPULAPA";2;2;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL SAN JOSE TENANGO 1";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL COLONIA CUAUHTEMOC";0;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL SAN JOSE TENANGO 3";1;1;0;0;0;1;0
"OAXACA";"UNIDAD MEDICA MOVIL SAN MIGUEL COATLAN";1;1;0;0;1;0;0
"OAXACA";"CARAVANA SAN MIGUEL MIXTEPEC";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL SANTIAGO TLAZOYALTEPEC";2;2;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL EL HUAMUCHL";1;1;0;0;1;0;0
"OAXACA";"SANTO DOMINGO JALIEZA";1;2;0;0;0;0;0
"OAXACA";"POBLETE (SAN ANTONIO POBLETE)";1;0;0;0;0;0;0
"OAXACA";"SANTA MARTHA CHICHIHUALTEPEC";1;1;0;0;0;0;0
"OAXACA";"LAS FLORES (COLONIA LAS FLORES)";1;1;0;0;0;0;0
"OAXACA";"SAN JUAN GUIVINI";1;1;1;0;0;0;0
"OAXACA";"YOJUELA";1;1;0;0;0;0;0
"OAXACA";"SAN ANTONIO NOPALERA";1;1;0;0;0;0;0
"OAXACA";"SANTA CATARINA XANAGUIA";1;0;0;0;0;0;0
"OAXACA";"SANTIAGO LAPAGUIA";1;1;0;0;0;0;0
"OAXACA";"EL SITIO";1;1;0;0;0;0;0
"OAXACA";"SAN FRANCISCO TUTLA";3;6;1;1;0;1;0
"OAXACA";"LA ARENA";1;1;0;0;0;0;0
"OAXACA";"EL AJAL";1;1;0;0;0;0;0
"OAXACA";"SAN FRANCISCO LA PAZ";2;0;2;0;0;0;0
"OAXACA";"UNIDAD MEDICA MOVIL LLANO MANTECA (TIPO 2)";2;2;0;0;1;0;0
"OAXACA";"EL ORO";2;1;0;0;0;0;0
"OAXACA";"SAN PABLO HUIXTEPEC";4;6;3;2;3;2;0
"OAXACA";"UNIDAD MEDICA MOVIL LA CORDILLERA";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL DIVIDIDA SANTA MARIA CHILCHOTLA";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL CERRO RABON";0;1;0;0;0;0;0
"OAXACA";"UNIDAD MEDICA MOVIL CANDELARIA LA ESTANCIA (PALO DE LIMA)";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL LA PAZ";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL LA SABANA";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL SAN FRANCISCO DE LAS FLORES";1;1;0;0;1;0;0
"OAXACA";"UNIDAD MEDICA MOVIL LOMA NARANJA";0;1;0;0;1;0;0
"OAXACA";"SANTA ROSA DE LIMA";1;0;0;0;0;0;0
"OAXACA";"LLANO DE LA CANOA";1;1;1;0;0;0;0
"OAXACA";"RIO MIJANGOS";1;1;1;0;0;0;0
"OAXACA";"CIENEGUILLA";1;1;0;0;0;0;0
"OAXACA";"SAN JOSE LA GARZONA";1;1;0;0;0;0;0
"OAXACA";"SAN JUAN ZAPOTITLAN";1;0;1;0;0;0;0
"OAXACA";"CENTRO AMBULATORIO PARA LA PREVENCION Y ATENCION DEL SIDA E ITS";14;9;0;8;2;11;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES HUAJUAPAM";2;0;0;2;1;5;0
"OAXACA";"UNEME EC JUCHITAN";3;3;0;5;1;4;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES VIGUERA";2;0;0;9;1;5;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES XOXOCOTLAN";2;0;0;7;1;5;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TEHUANTEPEC";2;0;0;4;2;4;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES TUXTEPEC";2;0;0;5;2;1;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PUERTO ESCONDIDO";2;1;0;3;1;2;0
"OAXACA";"CARRIZAL";1;2;0;0;0;0;0
"OAXACA";"UNEME EC COLONIA VOLCANES";3;1;0;0;0;0;0
"OAXACA";"SANTA LUCIA SOSOLA";1;1;0;0;0;0;0
"OAXACA";"BARRA DE LA CRUZ";2;0;2;0;0;0;0
"OAXACA";"LA LIBERTAD";1;1;0;0;0;0;0
"OAXACA";"RIO SECO";2;1;1;0;0;0;0
"OAXACA";"SANTA ISABEL LA REFORMA";1;0;0;0;0;0;0
"OAXACA";"SAN JUAN DEL RIO";1;0;0;0;0;0;0
"OAXACA";"BARRANCA RICA";1;0;0;0;0;0;0
"OAXACA";"CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES PINOTEPA";2;0;0;3;0;1;0
"OAXACA";"CESA CRUCESITA";13;16;3;6;4;14;0
"OAXACA";"LA GRUA";1;0;0;0;0;0;0
"OAXACA";"SANTIAGO TILAPA";1;0;0;0;0;0;0
"OAXACA";"TIERRA COLORADA";1;1;0;0;0;0;0
"OAXACA";"CESSA TEHUANTEPEC";7;27;1;2;11;44;0
"OAXACA";"UNEME EC TEHUANTEPEC";3;2;0;4;0;2;0
"OAXACA";"SAN MARTIN BUENAVISTA";1;1;0;0;0;0;0
"OAXACA";"EL DURAZNAL (SAN JOSE EL DURAZNAL)";1;1;0;0;0;0;0
"OAXACA";"CESSA PINOTEPA DE DON LUIS";5;9;4;2;3;14;0
"OAXACA";"COL. LAZARO CARDENAS";3;3;2;1;1;1;0
"OAXACA";"UNEME CASA DE LA MUJER HUAJUAPEÑA";1;1;0;1;0;3;0
"OAXACA";"UNEME EC HUAJUAPAN DE LEON";3;2;0;2;2;1;0
"OAXACA";"R 01 AGUA DE CUEVA";1;0;0;0;0;0;0
"OAXACA";"R 01 PRAXEDIS DE GUERRERO";1;1;0;0;0;0;0
"OAXACA";"R 01 SAN MIGUEL ETLA (SAN MIGUEL GUELACHE ETLA)";3;4;1;0;1;1;0
"OAXACA";"R 01 EL CARRIZAL (SAN LORENZO TEXMELUCAN)";1;1;1;0;0;0;0
"OAXACA";"R 01 QUINICUENA";1;1;0;0;0;0;0
"OAXACA";"R 01 EL LIMONCILLO";1;1;0;0;0;0;0
"OAXACA";"R 01 MANO DEL SEÑOR";1;0;0;0;0;0;0
"OAXACA";"R 01 EL PORTEZUELO";1;1;0;0;0;0;0
"OAXACA";"R 01 BUENA VISTA";1;1;0;0;0;0;0
"OAXACA";"R 01 SAN NICOLAS QUIALANA";1;3;0;0;0;0;0
"OAXACA";"CES TLALIXTAC DE CABRERA";6;39;6;3;8;24;0
"OAXACA";"R 01 OCOTAL";1;1;0;0;0;0;0
"OAXACA";"R 01 RIO PACHIÑE";1;1;0;0;0;0;0
"OAXACA";"R 01 SANTA ANA";1;1;0;0;0;0;0
"OAXACA";"R 01 RINCON MORENO";1;2;0;0;0;0;0
"OAXACA";"R 01 VILLA NUEVA";1;1;0;0;0;0;0
"OAXACA";"R 01 EL ARADOR";1;0;1;0;0;0;0
"OAXACA";"R 01 SAN ISIDRO CHACALAPA";1;1;0;0;0;0;0
"OAXACA";"R 01 EL MOLINO";1;1;1;1;2;0;0
"OAXACA";"R 01 AGUA DEL TORO";1;0;0;0;0;0;0
"OAXACA";"UNEME CASA DE LA MUJER DE JUXTLAHUACA";4;1;1;0;0;1;0
"OAXACA";"R 01 MONTE FRIO";1;0;0;0;0;0;0
"OAXACA";"R 01 EL CARRIZAL";1;1;0;0;0;0;0
"OAXACA";"R 02 SAN JERONIMO YAHUICHE";3;6;0;0;1;3;0
"OAXACA";"R 02 GUADALUPE ETLA";3;5;2;1;0;2;0
"OAXACA";"U. M. 02 CA CU";0;0;0;0;0;0;0
"OAXACA";"U. M. 03 CA CU";0;0;0;0;0;1;0
"OAXACA";"R 01 LOS FRAILES";1;1;0;0;0;0;0
"OAXACA";"R 01 SANTO TOMAS";1;1;0;0;0;0;0
"OAXACA";"R 01 RIO SAN JUAN";1;1;0;0;0;0;0
"OAXACA";"R 01 SANTIAGO CHILIXTLAHUACA";1;1;0;0;0;0;0
"OAXACA";"R 01 EL PROGRESO";1;1;0;0;0;0;0
"OAXACA";"R 02 SAN DIONISIO OCOTEPEC";3;5;3;4;0;2;0
"OAXACA";"UNIDAD MEDICA MOVIL SIERRA SUR LOXICHA (EL AGUACATE)";2;2;0;0;1;0;0
"OAXACA";"PFAM T-2 SANTO DOMINGO DE MORELOS";2;1;0;0;2;0;0
"OAXACA";"UNIDAD MEDICA MOVIL JUXTLAHUACA (RIO METATES)";1;0;0;0;0;0;0
"OAXACA";"UNEME EC TUXTEPEC";4;2;0;2;3;2;0
"OAXACA";"PEÑAS NEGRAS R 01";1;1;0;0;0;0;0
"OAXACA";"GUADALUPE VICTORIA R 01";1;0;0;0;0;0;0
"OAXACA";"COL. VICTOR YODO R 02";2;3;0;1;2;1;0
"OAXACA";"CESSA TEOTITLAN DEL VALLE";6;16;0;2;2;6;0
"OAXACA";"UNIDAD MEDICA MOVIL ALTAMIRA";1;1;0;0;1;0;0
"OAXACA";"CENTRO DE SALUD TIPO A, ESTACION REFUGIO";1;1;0;0;0;0;0
"OAXACA";"R 01 YOGOPE";1;0;0;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE 1 CONSULTORIO  SAN RAFAEL";1;0;1;0;0;0;0
"OAXACA";"R 02 FRACCIONAMIENTO EL RETIRO";3;4;1;1;0;2;0
"OAXACA";"R 02 ESTACION SARABIA";1;1;1;0;0;0;0
"OAXACA";"R 01 SAN JUAN LACHAO PUEBLO VIEJO";1;1;0;0;0;0;0
"OAXACA";"CESSA SAN LUCAS OJITLAN";4;9;1;0;2;8;0
"OAXACA";"R 02 SAN FRANCISCO JAVIER";3;5;1;0;0;1;0
"OAXACA";"R 01 MAZUNTE";1;0;1;1;0;0;0
"OAXACA";"R 01 SANTA ELENA EL TULE";1;2;0;0;0;0;0
"OAXACA";"CONSULTORIO DE MEDICINA GENERAL";1;1;0;0;0;0;0
"OAXACA";"CSU 06 PUERTO ESCONDIDO";6;15;2;5;3;20;0
"OAXACA";"R 01 EL TOMATAL";1;1;0;0;0;0;0
"OAXACA";"R 01 LAS PALMAS";1;0;2;0;0;0;0
"OAXACA";"CESSA NOCHIXTLAN";8;12;1;3;5;7;0
"OAXACA";"R 01 SAN JUAN LAS HUERTAS";1;1;1;0;0;0;0
"OAXACA";"R 02 SAN JUAN LACHAO";3;2;1;0;0;0;0
"OAXACA";"UM 09 SOLEDAD PIEDRA LARGA (PROCEDES)";0;1;0;0;1;0;0
"OAXACA";"R 01 TIERRA BLANCA";1;0;0;0;0;0;0
"OAXACA";"R 01 BENITO JUAREZ EL TREBOL";1;1;0;0;0;0;0
"OAXACA";"R 01 SANTA MARIA TLAPANALQUIAHUITL";1;0;1;0;0;0;0
"OAXACA";"CENTRO DE SALUD DE UN NUCLEO BASICO SANTA MARIA EL RINCON";0;0;0;0;0;0;0
"OAXACA";"CESSA DE OCOTLAN DE MORELOS";7;9;5;2;1;22;0
"OAXACA";"LAZARO CARDENAS YUCUNICOCO";0;1;1;0;0;0;0
"PUEBLA";"CENTRO DE SALUD SANTA MARIA NENETZINTLA";2;1;1;0;0;0;0
